record_id,name,name_alphabetized,operational_status,organization_type,description,url,alternate_or_former_names,acronym,alternate_or_former_acronyms,budget_code,open_datasets_url,founding_year,principal_officer_full_name,principal_officer_given_name,principal_officer_middle_name_or_initial,principal_officer_family_name,principal_officer_suffix,principal_officer_name,principal_officer_title,principal_officer_contact_url,notes,instance_of,name_nycgov_agency_list,name_nycgov_mayors_office,name_nyc_open_data_portal,name_oda,name_cpo,name_wegov,name_greenbook,name_checkbook,name_hoo,name_ops,in_org_chart,reports_to,reporting_notes,jan_2025_org_chart,listed_in_nyc_gov_agency_directory
NYC_GOID_000271,Mayor's Office of Media and Entertainment,"Media and Entertainment, Mayor's Office of",Active,Mayoral Office,"The agency includes the Office of Film, Theatre and Broadcasting; NYC Digital, which works to realize NYC's potential as the world's leading digital city; and NYC Media, the City's official network.",https://www.nyc.gov/site/mome/index.page,,MOME,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Media+And+Entertainment+%28MOME%29,1966,Pat Swinney Kaufman,Pat,,Kaufman,,Patricia Kaufman,Commissioner,https://www.nyc.gov/site/mome/about/email-the-commissioner.page,,,"Media and Entertainment, Mayor's Office of (MOME)","Media and Entertainment, Mayor's Office of (MOME)",Mayor's Office of Media And Entertainment (MOME),Mayor's Office of Media and Entertainment (MOME),Mayor's Office of Media and Entertainment,Office of Media and Entertainment,"Media and Entertainment, Mayor's Office of",,"Media and Entertainment, Mayor's Office of (MOME)",Mayor's Office of Media and Entertainment,TRUE,Deputy Mayor of Housing Economic and Workforce Development,,TRUE,TRUE
NYC_GOID_000272,Mayor's Office of Minority and Women-Owned Business Enterprises,"Minority and Women-Owned Business Enterprises, Mayor's Office of",Active,Mayoral Office,"Mayor's Office of M/WBEs is focused on fostering the success of minority- and women-owned businesses and coordinating the work of other City offices, including the Mayor's Office of Contract Services and the Department of Small Business Services, that administer the City's M/WBE programs. Through this office, the City is increasing agency accountability and ensuring access for businesses that want to contract with the City. The office also serves as a one-stop-shop for M/WBEs to connect with various City agencies.",https://www.nyc.gov/assets/mwbe/,,MWBE,Office of M/WBE,002,,,Michael Garner,Michael,,Garner,,Michael Garner,Citywide Chief Business Diversity Officer,https://www.nyc.gov/assets/mwbe/?page=contact-us,,,Mayor's Office of Minority and Women-Owned Business Enterprises (MWBE),Mayor's Office of Minority and Women-Owned Business Enterprises (MWBE),,Mayor's Office of Minority and Women Owned Businesses (MWBE),Mayor's Office of Minority & Women Owned Business Enterprises,Office of Minority and Women-Owned Business Enterprises,,,Mayor's Office of Minority and Women-Owned Business Enterprises (MWBE),Mayor's Office of Minority and Women-Owned Business Enterprises,TRUE,First Deputy Mayor,,TRUE,TRUE
NYC_GOID_000274,Mayor's Office of Operations,"Operations, Mayor's Office of",Active,Mayoral Office,"The Mayor's Office of Operations oversees the daily operations of City agencies, provides them with technical assistance and consulting services, and coordinates the streamlining and restructuring of City government.",https://www.nyc.gov/site/operations/index.page,,OPS,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Operations+%28OPS%29,1977,Daniel Steinberg,Daniel,,Steinberg,,Daniel Steinberg,Director,https://www.nyc.gov/site/operations/about/email-the-director.page,,,"Operations, Mayor's Office of (OPS)","Operations, Mayor's Office of (OPS)",Mayor's Office of Operations (OPS),Mayor's Office of Operations (OPS),Mayor's Office of Operations,Mayor's Office of Operations,,,"Operations, Mayor's Office of (OPS)",Mayor's Office of Operations,TRUE,Deputy Mayor for Administration and Chief of Staff,,TRUE,TRUE
NYC_GOID_000275,Mayor's Office of Pensions and Investments,"Pensions and Investments, Mayor's Office of",Active,Mayoral Office,,,,MOPI,,002,,,Bryan Berge,Bryan,,Berge,,Bryan Berge,Chief Pension Administrator,,,,,,,Mayor's Office of Pensions & Investments,,Office of Pensions and Investments,,,,Mayor's Office of Pensions and Investments,TRUE,Department of Finance,,TRUE,FALSE
NYC_GOID_000276,Mayor's Office of Policy and Planning,"Policy and Planning, Mayor's Office of",Active,Mayoral Office,,,Mayor's Office of Policy and Planning and Delivery,,,002,,,,,,,,Sherif Soliman,"Director, Policy and Planning",,"In the January 2025 Org Chart this office is called the ""Office of Policy, Planning, and Delivery"".",,,"Office of the Director, Policy and Planning",,Mayor's Office of Policy and Planning,Mayor's Office of Policy and Planning,Office of Policy and Planning,,,"Mayor's Office - Director, Policy and Planning",Mayor's Office of Policy and Planning,TRUE,,,TRUE,TRUE
NYC_GOID_000277,Mayor's Office of Special Enforcement,"Special Enforcement, Mayor's Office of",Active,Mayoral Office,"The Mayor's Office of Special Enforcement (OSE) is an innovative, solutions-oriented task force that ensures NYC communities are safe from harmful illegal and unregulated industries that one agency and one set of enforcement tools alone can't address. Our multi-agency enforcement team devises strategic solutions'ranging from public education to enforcement action'to complex problems.",https://www.nyc.gov/site/specialenforcement/index.page,,OSE,AJC,002,,2006,Christian J. Klossner,Christian,J.,Klossner,,Christian J. Klossner,Executive Director,https://www.nyc.gov/site/specialenforcement/about/contact-us.page,,,"Special Enforcement, Mayor's Office of (OSE)","Special Enforcement, Mayor's Office of (OSE)",,Office of Special Enforcement (OSE),Mayor's Office of Special Enforcement,Office of Special Enforcement,,,"Special Enforcement, Mayor's Office of (OSE)",Mayor's Office of Special Enforcement,,,,FALSE,TRUE
NYC_GOID_000278,Mayor's Office of Special Projects and Community Events,"Special Projects and Community Events, Mayor's Office of",Active,Mayoral Office,,https://www.nyc.gov/site/mospce/index.page,,MOSPCE,,002,,1976,Trey Moynihan,Trey,,Moynihan,,Trey Moynihan,Executive Director,https://www.nyc.gov/content/mospce/pages/contact-us,,,Mayor's Office of Special Projects & Community Events (MOSPCE),Mayor's Office of Special Projects & Community Events (MOSPCE),,Mayor's Office of Special Projects and Community Events (MOSPCE),Mayor's Office of Special Projects and Community Events,Office of Special Projects and Community Events,,,Mayor's Office of Special Projects & Community Events (MOSPCE),Mayor's Office of Special Projects and Community Events,TRUE,Deputy Mayor for Administration and Chief of Staff,,TRUE,TRUE
NYC_GOID_000279,"Mayor's Office of Sports, Wellness and Recreation","Sports, Wellness, and Recreation, Mayor's Office of",Active,Mayoral Office,"The NYC Mayor's Office of Sports, Wellness & Recreation (MOSWR) manages and oversees The Mayor's Cup brand and events, and identifies innovative, practical, and quality programs that positively impact youth and communities.",https://www.nyc.gov/content/sports/pages/about-office-of-sports-wellness-and-recreation,Mayor's Office of Sports and Recreation,MOSWR,,002,,2021,,,,,,Jasmine Ray,Director,,,,"Sports, Wellness and Recreation, Mayor's Office of (MOSWR)","Sports, Wellness and Recreation, Mayor's Office of (MOSWR)",,"Mayor's Office of Sports, Wellness, and Recreation (MOSWR)","Mayor's Office of Sports, Wellness, and Recreation","Office of Sports, Wellness and Recreation",,,"Sports, Wellness and Recreation, Mayor's Office of (MOSWR)",Mayor's Office of Sports and Recreation,TRUE,Deputy Mayor for Administration and Chief of Staff,,TRUE,TRUE
NYC_GOID_000280,Mayor's Office of Strategic Partnerships,"Strategic Partnerships, Mayor's Office of",Active,Mayoral Office,The Mayor's Office of Strategic Partnerships (OSP) serves as the central entry point for strategic partnerships across City government and aligns common goals of the private and public sector to enhance New York City's ability to serve its residents.,https://www.nyc.gov/site/partnerships/index.page,,OSP,,002,,2014,,,,,,Darren Bloch,Executive Director,https://www.nyc.gov/site/partnerships/contact/contact-strategic-partnerships.page,,,Mayor's Office of Strategic Partnerships (OSP),Mayor's Office of Strategic Partnerships (OSP),,,Mayor's Office of Strategic Partnerships,Office of Strategic Partnerships,,,Mayor's Office of Strategic Partnerships (OSP),Mayor's Office of Strategic Partnerships,,,,FALSE,TRUE
NYC_GOID_000281,Mayor's Office of Talent and Workforce Development,"Talent and Workforce Development, Mayor's Office of",Active,Mayoral Office,,https://www.nyc.gov/site/wkdev/index.page,,NYC Talent,,002,,2023,Doug Lipari,Doug,Jo,Lipari,,Abby Jo Sigal,Executive Director,https://www.nyc.gov/site/wkdev/about/contact.page,,,,,,,,,,,"Talent and Workforce Development, Mayor's Office of",Mayor's Office of Talent and Workforce Development,TRUE,Deputy Mayor of Housing Economic and Workforce Development,,TRUE,TRUE
NYC_GOID_000283,Mayor's Office of Youth Employment,"Youth Employment, Mayor's Office of",Active,Mayoral Office,,https://www.nyc.gov/site/youthemployment/index.page,,MOYE,,002,,1994,,,,,,,,,,,,,,Mayor's Office of Youth Employment (MOYE),Mayor's Office of Youth Employment,Office of Youth Employment,,,,Mayor's Office of Youth Employment,,,,FALSE,TRUE
NYC_GOID_000284,Mayor's Office for People with Disabilities,"People with Disabilities, Mayor's Office for",Active,Mayoral Office,MOPD works hand-in-hand with other City agencies to assure that the voice of the disabled community is represented and that City programs and policies address the needs of people with disabilities.,https://www.nyc.gov/site/mopd/index.page,,MOPD,,002,,1973,Christina Curry,Christina,,Curry,,Christina Curry,Commissioner,https://www.nyc.gov/site/mopd/about/email-the-commissioner.page,,,Mayor's Office for People with Disabilities (MOPD),Mayor's Office for People with Disabilities (MOPD),,Mayor's Office for People with Disabilities (MOPD),Mayor's Office for People with Disabilities,Office for People with Disabilities,,,Mayor's Office for People with Disabilities (MOPD),Mayor's Office for People with Disabilities,TRUE,Deputy Mayor for Health and Human Services,,TRUE,TRUE
NYC_GOID_000286,Mayor's Office to Protect Tenants,"Protect Tenants, Mayor's Office to",Active,Mayoral Office,,https://www.nyc.gov/content/tenantprotection/pages/,,MOPT,,002,,,Marjorie Velázquez,Marjorie,,Velázquez,,Marjorie Velázquez,Director,,,,,,,Mayor's Office to Protect Tenants (MOPT),Mayor's Office to Protect Tenants,Office to Protect Tenants,,,,Mayor's Office to Protect Tenants,TRUE,Deputy Mayor of Housing Economic and Workforce Development,,TRUE,FALSE
NYC_GOID_000287,Mayor's Office of Risk Management and Compliance,"Risk Management and Compliance, Mayor's Office of",Active,Mayoral Office,,,,MORMC,,002,,2022,Jean-Claude LeBec,Jean-Claude,,LeBec,,Jean-Claude LeBec,Director,,,,,,,Mayor's Office of Risk Management and Compliance (RMC),Mayor's Office of Risk Management and Compliance,Office of Risk Management and Compliance,,,,Mayor's Office Risk Management & Compliance,TRUE,Chief Counsel to the Mayor and City Hall,,TRUE,TRUE
NYC_GOID_000288,Mayor's Office - Senior Advisor and Director of Public Service Engagement,Mayor's Office - Senior Advisor and Director of Public Service Engagement,Active,Mayoral Office,,,,,,002,,,Andrea Shapiro Davis,Andrea,Shapiro,Davis,,Andrea Shapiro Davis,,,,,,,,,,,,,Mayor's Office - Senior Advisor and Director of Public Service Engagement,,,,,FALSE,TRUE
NYC_GOID_000290,Mayor's Office - Senior Advisor to the Mayor,Mayor's Office - Senior Advisor to the Mayor,Active,Mayoral Office,,,,,,002,,,Stefan Ringel,Stefan,,Ringel,,Stefan Ringel,,,,,,,,,,,,,Mayor's Office - Senior Advisor to the Mayor,,,,,FALSE,TRUE
NYC_GOID_000291,Mayor's Office of Speechwriting,"Speechwriting, Mayor's Office of",Active,Mayoral Office,,,,,,002,,,Marjorie Sweeney,Marjorie,,Sweeney,,Marjorie Sweeney,Chief Speechwriter,,,,,,,,,,,,,Mayor's Office -- Speechwriting,TRUE,Director of Communications,,TRUE,FALSE
NYC_GOID_000292,Mayor's Press Office,"Press Office, Mayor's",Active,Mayoral Office,,,,,,002,,,Kayla Mamelak Altus,Kayla,Mamelak,Mamelak Altus,,Kayla Mamelak Altus,Press Secretary,,,,,,,,,,,,,Mayor's Press Office,TRUE,Deputy Mayor for Communications,,TRUE,FALSE
NYC_GOID_000293,Mayor's Public Engagement Unit,"Public Engagement Unit, Mayor's",Active,Division,"The Mayor's Public Engagement Unit (PEU) proactively connects New Yorkers to key City services, like housing and healthcare.",https://www.nyc.gov/site/mayorspeu/index.page,,PEU,,,,2015,Adrienne Lever,Adrienne,,Lever,,Adrienne Lever,Executive Director,https://www.nyc.gov/site/mayorspeu/about-peu/contact.page,,,Mayor's Public Engagement Unit (PEU),Mayor's Public Engagement Unit (PEU),,Public Engagement Unit (PEU),Mayor's Public Engagement Unit,Public Engagement Unit,,,Mayor's Public Engagement Unit (PEU),Mayor's Public Engagement Unit,TRUE,Mayor's Office of Civic Engagement,,TRUE,TRUE
NYC_GOID_000296,Metropolitan Transportation Authority Capital Review Board,Metropolitan Transportation Authority Capital Review Board,Verification Pending,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metropolitan Transportation Authority Capital Review Board,,,,FALSE,FALSE
NYC_GOID_000297,Metropolitan Transportation Sustainability Advisory Workgroup,Metropolitan Transportation Sustainability Advisory Workgroup,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metropolitan Transportation Sustainability Advisory Workgroup,,,,FALSE,FALSE
NYC_GOID_000298,Mayor's Office of the Utility Consumer Advocate,"Utility Consumer Advocate, Mayor's Office of the",Active,Mayoral Office,,https://www.nyc.gov/content/climate/pages/utility-consumer-advocate,,,,002,,,,,,,,,,,,,,,,,,,,,,MO of Utility Advocate,,,,FALSE,TRUE
NYC_GOID_000299,Moynihan Station Development Corporation,Moynihan Station Development Corporation,Dissolved,Public Benefit or Development Organization,,https://esd.ny.gov/moynihan-station-development-corporation-subsidiary,,,,,,,,,,,,,,,,,,,,,,,,,,Moynihan Station Development Corporation,,,,FALSE,FALSE
NYC_GOID_000303,Municipal Division of Transitional Services,"Division of Transitional Services, Municipal",Active,Mayoral Office,,,,,,002,,2016,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
NYC_GOID_000306,Mayor's Office of Municipal Services Assessment,"Municipal Services Assessment, Mayor's Office of",Active,Mayoral Office,,,,MSA,,002,,2023,,,,,,,,,,,,,,,Mayor's Office of Municipal Services Assessment,,,,,Municipal Services Assessment unit,TRUE,Deputy Mayor for Public Safety,,TRUE,FALSE
NYC_GOID_000307,Municipal Voting Advisory Group,Municipal Voting Advisory Group,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipal Voting Advisory Group,,,,FALSE,FALSE
NYC_GOID_000308,New York City Municipal Water Finance Authority,"Municipal Water Finance Authority, New York City",Active,Public Benefit or Development Organization,"The New York City Municipal Water Finance Authority provides funding through the issuance of bonds, bond anticipation notes, and other obligations to finance capital projects related to supplying and purifying the City's high-quality drinking water and maintain safe wastewater collection and treatment.",https://www.nyc.gov/site/nyw/index.page,,NYW,,,,1984,David Womack,David,,Womack,,David Womack,Chief Executive Officer,https://www.nyc.gov/site/nyw/about/contact.page,,,"Water Finance Authority, NYC Municipal (NYW)","Water Finance Authority, NYC Municipal (NYW)",,,,NYC Municipal Water Finance Authority,"Water Finance Authority, NYC Municipal",,"Water Finance Authority, NYC Municipal (NYW)",Municipal Water Finance Authority,,,,FALSE,TRUE
NYC_GOID_000309,MWBE Advisory Board,MWBE Advisory Board,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/assets/mwbe/?page=mwbe-advisory-council,,,,,,,,,,,,,,,,,,,,,,,,,,MWBE Advisory Board,,,,FALSE,FALSE
NYC_GOID_000310,New York City Tourism + Conventions,"Tourism + Conventions, New York City",Active,Nonprofit Organization,,https://www.nyctourism.com/,NYC & Company,,,,,,Julie Coker,Julie,,Coker,,Julie Coker,President and CEO,,,,,,,,,,,,,NYC & Company;New York City Tourism and Conventions (formerly known New York City & Company Board),TRUE,Deputy Mayor of Housing Economic and Workforce Development,,TRUE,FALSE
NYC_GOID_000312,New York City Children's Cabinet,"Children's Cabinet, New York City",Active,Mayoral Office,"The NYC Children's Cabinet enables coordination and communication between government agencies and other partners that serve the City's youth. Its mission is to help align City efforts and resources towards ensuring that all of New York City's children can reach healthy, successful adulthood.",https://www.nyc.gov/site/childrenscabinet/index.page,,,,002,,2014,Ahsia Badi,Ahsia,,Badi,,Ahsia Badi,Executive Director,https://www.nyc.gov/site/childrenscabinet/contact-us/contact-us.page,,,NYC Children's Cabinet,NYC Children's Cabinet,,Children's Cabinet,,Children's Cabinet,,,NYC Children's Cabinet,New York City Children's Cabinet,TRUE,Deputy Mayor for Strategic Initiatives,,TRUE,TRUE
